sample,total_seconds,phase,phase_seconds,weapon_pos,right_hand,left_hand,right_ik,left_ik,right_target_error,left_target_error,dominant_error,support_error,right_guidance,left_guidance,right_ik_active,left_ik_active
105,1.7167,1,1.7167,"(-0.12591 0.76687 0.12620)","(-0.10435 0.90427 0.18775)","(0.10228 0.86527 -0.14469)","(-0.11214 0.85863 0.19470)","(0.21271 0.85458 -0.04148)",0.046823,0.151527,0.170162,0.700113,true,false,false,false
106,1.7333,1,1.7333,"(-0.12591 0.76687 0.12620)","(-0.10300 0.90443 0.18842)","(0.10228 0.86527 -0.14469)","(-0.11065 0.85876 0.19547)","(0.21271 0.85458 -0.04148)",0.046837,0.151527,0.169796,0.700113,true,false,false,false
107,1.7500,1,1.7500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
108,1.7667,1,1.7667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
109,1.7833,1,1.7833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
110,1.8000,1,1.8000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
111,1.8167,1,1.8167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
112,1.8333,1,1.8333,"(-0.12591 0.76687 0.12620)","(-0.10052 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
113,1.8500,1,1.8500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
114,1.8667,1,1.8667,"(-0.12591 0.76687 0.12620)","(-0.09344 0.90569 0.19358)","(0.10228 0.86527 -0.14469)","(-0.10013 0.85984 0.20143)","(0.21271 0.85458 -0.04148)",0.046988,0.151527,0.167962,0.700113,true,false,false,false
115,1.8833,1,1.8833,"(-0.12591 0.76687 0.12620)","(-0.09132 0.90597 0.19471)","(0.10228 0.86527 -0.14469)","(-0.09779 0.86008 0.20275)","(0.21271 0.85458 -0.04148)",0.047037,0.151527,0.167653,0.700113,true,false,false,false
116,1.9000,1,1.9000,"(-0.12591 0.76687 0.12620)","(-0.09106 0.90601 0.19485)","(0.10228 0.86527 -0.14469)","(-0.09750 0.86011 0.20291)","(0.21271 0.85458 -0.04148)",0.047043,0.151527,0.167619,0.700113,true,false,false,false
117,1.9167,1,1.9167,"(-0.12591 0.76687 0.12620)","(-0.09040 0.90610 0.19520)","(0.10228 0.86527 -0.14469)","(-0.09678 0.86018 0.20332)","(0.21271 0.85458 -0.04148)",0.047060,0.151527,0.167530,0.700113,true,false,false,false
118,1.9333,1,1.9333,"(-0.12591 0.76687 0.12620)","(-0.09197 0.90589 0.19437)","(0.10228 0.86527 -0.14469)","(-0.09850 0.86001 0.20235)","(0.21271 0.85458 -0.04148)",0.047021,0.151527,0.167749,0.700113,true,false,false,false
119,1.9500,1,1.9500,"(-0.12591 0.76687 0.12620)","(-0.09304 0.90574 0.19380)","(0.10228 0.86527 -0.14469)","(-0.09968 0.85989 0.20169)","(0.21271 0.85458 -0.04148)",0.046996,0.151527,0.167907,0.700113,true,false,false,false
120,1.9667,1,1.9667,"(-0.12591 0.76687 0.12620)","(-0.09304 0.90574 0.19380)","(0.10228 0.86527 -0.14469)","(-0.09968 0.85989 0.20169)","(0.21271 0.85458 -0.04148)",0.046997,0.151527,0.167906,0.700113,true,false,false,false
121,1.9833,1,1.9833,"(-0.12591 0.76687 0.12620)","(-0.09460 0.90553 0.19296)","(0.10228 0.86527 -0.14469)","(-0.10140 0.85972 0.20072)","(0.21271 0.85458 -0.04148)",0.046963,0.151527,0.168157,0.700113,true,false,false,false
122,2.0000,1,2.0000,"(-0.12591 0.76687 0.12620)","(-0.10244 0.90451 0.18877)","(0.10228 0.86527 -0.14469)","(-0.11005 0.85884 0.19587)","(0.21271 0.85458 -0.04148)",0.046841,0.151527,0.169711,0.700113,true,false,false,false
123,2.0167,1,2.0167,"(-0.12591 0.76687 0.12620)","(-0.10420 0.90429 0.18782)","(0.10228 0.86527 -0.14469)","(-0.11198 0.85865 0.19479)","(0.21271 0.85458 -0.04148)",0.046824,0.151527,0.170127,0.700113,true,false,false,false
124,2.0333,1,2.0333,"(-0.12591 0.76687 0.12620)","(-0.10400 0.90430 0.18788)","(0.10228 0.86527 -0.14469)","(-0.11176 0.85865 0.19485)","(0.21271 0.85458 -0.04148)",0.046827,0.151527,0.170036,0.700113,true,false,false,false
125,2.0500,1,2.0500,"(-0.12591 0.76687 0.12620)","(-0.10405 0.90431 0.18790)","(0.10228 0.86527 -0.14469)","(-0.11182 0.85866 0.19488)","(0.21271 0.85458 -0.04148)",0.046825,0.151527,0.170090,0.700113,true,false,false,false
126,2.0667,1,2.0667,"(-0.12591 0.76687 0.12620)","(-0.10410 0.90429 0.18783)","(0.10228 0.86527 -0.14469)","(-0.11187 0.85864 0.19479)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170060,0.700113,true,false,false,false
127,2.0833,1,2.0833,"(-0.12591 0.76687 0.12620)","(-0.10438 0.90427 0.18773)","(0.10228 0.86527 -0.14469)","(-0.11218 0.85863 0.19467)","(0.21271 0.85458 -0.04148)",0.046822,0.151527,0.170171,0.700113,true,false,false,false
128,2.1000,1,2.1000,"(-0.12591 0.76687 0.12620)","(-0.10350 0.90437 0.18815)","(0.10228 0.86527 -0.14469)","(-0.11120 0.85871 0.19516)","(0.21271 0.85458 -0.04148)",0.046832,0.151527,0.169914,0.700113,true,false,false,false
129,2.1167,1,2.1167,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
130,2.1333,1,2.1333,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169897,0.700113,true,false,false,false
131,2.1500,1,2.1500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
132,2.1667,1,2.1667,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046832,0.151527,0.169899,0.700113,true,false,false,false
133,2.1833,1,2.1833,"(-0.12591 0.76687 0.12620)","(-0.10318 0.90442 0.18837)","(0.10228 0.86527 -0.14469)","(-0.11086 0.85876 0.19541)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169883,0.700113,true,false,false,false
134,2.2000,1,2.2000,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046832,0.151527,0.169899,0.700113,true,false,false,false
135,2.2167,1,2.2167,"(-0.12591 0.76687 0.12620)","(-0.10281 0.90447 0.18857)","(0.10228 0.86527 -0.14469)","(-0.11045 0.85880 0.19564)","(0.21271 0.85458 -0.04148)",0.046837,0.151527,0.169795,0.700113,true,false,false,false
136,2.2333,1,2.2333,"(-0.12591 0.76687 0.12620)","(-0.10320 0.90442 0.18836)","(0.10228 0.86527 -0.14469)","(-0.11088 0.85876 0.19540)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169888,0.700113,true,false,false,false
137,2.2500,1,2.2500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
138,2.2667,1,2.2667,"(-0.12591 0.76687 0.12620)","(-0.09604 0.90534 0.19219)","(0.10228 0.86527 -0.14469)","(-0.10299 0.85955 0.19982)","(0.21271 0.85458 -0.04148)",0.046935,0.151527,0.168398,0.700113,true,false,false,false
139,2.2833,1,2.2833,"(-0.12591 0.76687 0.12620)","(-0.09208 0.90587 0.19431)","(0.10228 0.86527 -0.14469)","(-0.09862 0.86000 0.20228)","(0.21271 0.85458 -0.04148)",0.047019,0.151527,0.167758,0.700113,true,false,false,false
140,2.3000,1,2.3000,"(-0.12591 0.76687 0.12620)","(-0.09699 0.90522 0.19169)","(0.10228 0.86527 -0.14469)","(-0.10404 0.85945 0.19925)","(0.21271 0.85458 -0.04148)",0.046917,0.151527,0.168581,0.700113,true,false,false,false
141,2.3167,1,2.3167,"(-0.12591 0.76687 0.12620)","(-0.09720 0.90519 0.19158)","(0.10228 0.86527 -0.14469)","(-0.10427 0.85943 0.19912)","(0.21271 0.85458 -0.04148)",0.046914,0.151527,0.168616,0.700113,true,false,false,false
142,2.3333,1,2.3333,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168775,0.700113,true,false,false,false
143,2.3500,1,2.3500,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
144,2.3667,1,2.3667,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
145,2.3833,1,2.3833,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
146,2.4000,1,2.4000,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
147,2.4167,1,2.4167,"(-0.12591 0.76687 0.12620)","(-0.09882 0.90498 0.19071)","(0.10228 0.86527 -0.14469)","(-0.10606 0.85925 0.19811)","(0.21271 0.85458 -0.04148)",0.046888,0.151527,0.168931,0.700113,true,false,false,false
148,2.4333,1,2.4333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169285,0.700113,true,false,false,false
149,2.4500,1,2.4500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
150,2.4667,1,2.4667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
151,2.4833,1,2.4833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
152,2.5000,1,2.5000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
153,2.5167,1,2.5167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
154,2.5333,1,2.5333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
155,2.5500,1,2.5500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
156,2.5667,1,2.5667,"(-0.12591 0.76687 0.12620)","(-0.10285 0.90446 0.18855)","(0.10228 0.86527 -0.14469)","(-0.11049 0.85880 0.19562)","(0.21271 0.85458 -0.04148)",0.046837,0.151527,0.169805,0.700113,true,false,false,false
157,2.5833,1,2.5833,"(-0.12591 0.76687 0.12620)","(-0.10364 0.90436 0.18813)","(0.10228 0.86527 -0.14469)","(-0.11136 0.85871 0.19513)","(0.21271 0.85458 -0.04148)",0.046829,0.151527,0.169991,0.700113,true,false,false,false
158,2.6000,1,2.6000,"(-0.12591 0.76687 0.12620)","(-0.10355 0.90437 0.18817)","(0.10228 0.86527 -0.14469)","(-0.11126 0.85872 0.19519)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169970,0.700113,true,false,false,false
159,2.6167,1,2.6167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
160,2.6333,1,2.6333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
161,2.6500,1,2.6500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
162,2.6667,1,2.6667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
163,2.6833,1,2.6833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
164,2.7000,1,2.7000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
165,2.7167,1,2.7167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
166,2.7333,1,2.7333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
167,2.7500,1,2.7500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
168,2.7667,1,2.7667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
169,2.7833,1,2.7833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
170,2.8000,1,2.8000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
171,2.8167,1,2.8167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
172,2.8333,1,2.8333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
173,2.8500,1,2.8500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
174,2.8667,1,2.8667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
175,2.8833,1,2.8833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
176,2.9000,1,2.9000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
177,2.9167,1,2.9167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
178,2.9333,1,2.9333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
179,2.9500,1,2.9500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
180,2.9667,1,2.9667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
181,2.9833,1,2.9833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
182,3.0000,1,3.0000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
183,3.0167,1,3.0167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
184,3.0167,2,0.0000,"(-0.12591 0.76687 0.12620)","(0.01589 0.92669 0.25035)","(0.11042 0.86111 -0.13463)","(0.02302 0.87224 0.27067)","(0.21271 0.85458 -0.04148)",0.058547,0.138505,0.221371,0.688451,true,false,false,false
185,3.0333,2,0.0167,"(-0.12591 0.76687 0.12620)","(-0.10028 0.90500 0.19068)","(0.10485 0.86390 -0.14147)","(-0.10765 0.85933 0.19805)","(0.21271 0.85458 -0.04148)",0.046840,0.147374,0.169816,0.696366,true,false,false,false
186,3.0500,2,0.0333,"(-0.12591 0.76687 0.12620)","(-0.09990 0.90485 0.19017)","(0.10310 0.86482 -0.14366)","(-0.10724 0.85914 0.19749)","(0.21271 0.85458 -0.04148)",0.046870,0.150199,0.169186,0.698904,true,false,false,false
187,3.0667,2,0.0500,"(-0.12591 0.76687 0.12620)","(-0.09303 0.90574 0.19379)","(0.10236 0.86522 -0.14459)","(-0.09968 0.85989 0.20168)","(0.21271 0.85458 -0.04148)",0.046997,0.151391,0.167898,0.699986,true,false,false,false
188,3.0833,2,0.0667,"(-0.12591 0.76687 0.12620)","(-0.09904 0.90495 0.19060)","(0.10231 0.86525 -0.14466)","(-0.10629 0.85922 0.19798)","(0.21271 0.85458 -0.04148)",0.046884,0.151484,0.168978,0.700072,true,false,false,false
189,3.1000,2,0.0833,"(-0.12591 0.76687 0.12620)","(-0.10374 0.90435 0.18807)","(0.10228 0.86526 -0.14469)","(-0.11147 0.85870 0.19507)","(0.21271 0.85458 -0.04148)",0.046828,0.151523,0.170014,0.700109,true,false,false,false
190,3.1167,2,0.1000,"(-0.12591 0.76687 0.12620)","(-0.10375 0.90433 0.18802)","(0.10228 0.86527 -0.14469)","(-0.11148 0.85868 0.19501)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169975,0.700112,true,false,false,false
191,3.1333,2,0.1167,"(-0.12591 0.76687 0.12620)","(-0.10380 0.90434 0.18804)","(0.10228 0.86527 -0.14469)","(-0.11154 0.85869 0.19503)","(0.21271 0.85458 -0.04148)",0.046828,0.151527,0.170029,0.700113,true,false,false,false
192,3.1500,2,0.1333,"(-0.12591 0.76687 0.12620)","(-0.10320 0.90440 0.18831)","(0.10228 0.86527 -0.14469)","(-0.11088 0.85874 0.19535)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
193,3.1667,2,0.1500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
194,3.1833,2,0.1667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
195,3.2000,2,0.1833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
196,3.2167,2,0.2000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
197,3.2333,2,0.2167,"(-0.12591 0.76687 0.12620)","(-0.10259 0.90449 0.18869)","(0.10228 0.86527 -0.14469)","(-0.11021 0.85883 0.19578)","(0.21271 0.85458 -0.04148)",0.046839,0.151527,0.169744,0.700113,true,false,false,false
198,3.2500,2,0.2333,"(-0.12591 0.76687 0.12620)","(-0.10052 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
199,3.2667,2,0.2500,"(-0.12591 0.76687 0.12620)","(-0.10191 0.90458 0.18905)","(0.10228 0.86527 -0.14469)","(-0.10946 0.85890 0.19620)","(0.21271 0.85458 -0.04148)",0.046847,0.151527,0.169589,0.700113,true,false,false,false
200,3.2833,2,0.2667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169283,0.700113,true,false,false,false
201,3.3000,2,0.2833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
202,3.3167,2,0.3000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
203,3.3333,2,0.3167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
204,3.3500,2,0.3333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
205,3.3667,2,0.3500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
206,3.3833,2,0.3667,"(-0.12591 0.76687 0.12620)","(-0.10112 0.90468 0.18948)","(0.10228 0.86527 -0.14469)","(-0.10859 0.85899 0.19669)","(0.21271 0.85458 -0.04148)",0.046856,0.151527,0.169413,0.700113,true,false,false,false
207,3.4000,2,0.3833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
208,3.4167,2,0.4000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
